stateid,statedescription,sectorid,sectorname,price,sales,price-units,sales-units,year,month
TX,Texas,RES,residential,11.16,8670.98529,cents per kilowatt-hour,million kilowatt hours,2011,4
CA,California,COM,commercial,11.32,10030.89072,cents per kilowatt-hour,million kilowatt hours,2011,3
CA,California,IND,industrial,9.12,4015.31997,cents per kilowatt-hour,million kilowatt hours,2011,3
CA,California,RES,residential,14.27,7399.07879,cents per kilowatt-hour,million kilowatt hours,2011,3
CO,Colorado,COM,commercial,8.82,1549.17711,cents per kilowatt-hour,million kilowatt hours,2011,3
CO,Colorado,IND,industrial,6.5,1223.55551,cents per kilowatt-hour,million kilowatt hours,2011,3
CO,Colorado,RES,residential,10.58,1414.46205,cents per kilowatt-hour,million kilowatt hours,2011,3
IL,Illinois,COM,commercial,8.57,4029.25995,cents per kilowatt-hour,million kilowatt hours,2011,3
IL,Illinois,IND,industrial,6.48,3721.99055,cents per kilowatt-hour,million kilowatt hours,2011,3
IL,Illinois,RES,residential,11.9,3501.73965,cents per kilowatt-hour,million kilowatt hours,2011,3
NY,New York,COM,commercial,14.8,6147.99663,cents per kilowatt-hour,million kilowatt hours,2011,3
NY,New York,IND,industrial,7.89,1078.6432,cents per kilowatt-hour,million kilowatt hours,2011,3
NY,New York,RES,residential,17.58,4038.11024,cents per kilowatt-hour,million kilowatt hours,2011,3
TX,Texas,COM,commercial,8.92,9555.39003,cents per kilowatt-hour,million kilowatt hours,2011,3
TX,Texas,IND,industrial,6.08,8287.00978,cents per kilowatt-hour,million kilowatt hours,2011,3
TX,Texas,RES,residential,11.13,8617.85188,cents per kilowatt-hour,million kilowatt hours,2011,3
CA,California,COM,commercial,11.85,8805.89377,cents per kilowatt-hour,million kilowatt hours,2011,2
CA,California,IND,industrial,9.29,3681.85754,cents per kilowatt-hour,million kilowatt hours,2011,2
CA,California,RES,residential,14.38,6587.20953,cents per kilowatt-hour,million kilowatt hours,2011,2
CO,Colorado,COM,commercial,8.81,1526.88635,cents per kilowatt-hour,million kilowatt hours,2011,2
CO,Colorado,IND,industrial,6.61,1132.16294,cents per kilowatt-hour,million kilowatt hours,2011,2
CO,Colorado,RES,residential,10.47,1483.13235,cents per kilowatt-hour,million kilowatt hours,2011,2
IL,Illinois,COM,commercial,8.64,4076.08856,cents per kilowatt-hour,million kilowatt hours,2011,2
IL,Illinois,IND,industrial,6.43,3493.29855,cents per kilowatt-hour,million kilowatt hours,2011,2
IL,Illinois,RES,residential,11.19,3975.5713,cents per kilowatt-hour,million kilowatt hours,2011,2
NY,New York,COM,commercial,15.18,6141.51435,cents per kilowatt-hour,million kilowatt hours,2011,2
NY,New York,IND,industrial,8.67,1068.04828,cents per kilowatt-hour,million kilowatt hours,2011,2
NY,New York,RES,residential,17.45,4300.85056,cents per kilowatt-hour,million kilowatt hours,2011,2
TX,Texas,COM,commercial,8.93,8904.17997,cents per kilowatt-hour,million kilowatt hours,2011,2
TX,Texas,IND,industrial,6.3,7451.48433,cents per kilowatt-hour,million kilowatt hours,2011,2
TX,Texas,RES,residential,10.65,11584.00972,cents per kilowatt-hour,million kilowatt hours,2011,2
CA,California,COM,commercial,11.44,9350.54791,cents per kilowatt-hour,million kilowatt hours,2011,1
CA,California,IND,industrial,9.02,3785.44052,cents per kilowatt-hour,million kilowatt hours,2011,1
CA,California,RES,residential,15.24,7803.72418,cents per kilowatt-hour,million kilowatt hours,2011,1
CO,Colorado,COM,commercial,8.34,1640.73472,cents per kilowatt-hour,million kilowatt hours,2011,1
CO,Colorado,IND,industrial,6.2,1197.88529,cents per kilowatt-hour,million kilowatt hours,2011,1
CO,Colorado,RES,residential,10.37,1691.72212,cents per kilowatt-hour,million kilowatt hours,2011,1
IL,Illinois,COM,commercial,8.07,4394.47222,cents per kilowatt-hour,million kilowatt hours,2011,1
IL,Illinois,IND,industrial,6.4,3807.2911,cents per kilowatt-hour,million kilowatt hours,2011,1
IL,Illinois,RES,residential,10.31,4684.2291,cents per kilowatt-hour,million kilowatt hours,2011,1
NY,New York,COM,commercial,15.4,6343.17121,cents per kilowatt-hour,million kilowatt hours,2011,1
NY,New York,IND,industrial,8.97,1093.62442,cents per kilowatt-hour,million kilowatt hours,2011,1
NY,New York,RES,residential,17.25,4717.2516,cents per kilowatt-hour,million kilowatt hours,2011,1
TX,Texas,COM,commercial,8.69,9543.13831,cents per kilowatt-hour,million kilowatt hours,2011,1
TX,Texas,IND,industrial,5.81,8356.26801,cents per kilowatt-hour,million kilowatt hours,2011,1
TX,Texas,RES,residential,10.7,12088.46517,cents per kilowatt-hour,million kilowatt hours,2011,1
CA,California,COM,commercial,11.47,10109.24847,cents per kilowatt-hour,million kilowatt hours,2010,12
CA,California,IND,industrial,8.59,4153.63052,cents per kilowatt-hour,million kilowatt hours,2010,12
CA,California,RES,residential,14.96,7965.58849,cents per kilowatt-hour,million kilowatt hours,2010,12
CO,Colorado,COM,commercial,8.26,1592.534,cents per kilowatt-hour,million kilowatt hours,2010,12
CO,Colorado,IND,industrial,6.38,1261.89439,cents per kilowatt-hour,million kilowatt hours,2010,12
CO,Colorado,RES,residential,10.26,1560.41172,cents per kilowatt-hour,million kilowatt hours,2010,12
IL,Illinois,COM,commercial,8.02,4341.21684,cents per kilowatt-hour,million kilowatt hours,2010,12
IL,Illinois,IND,industrial,6.52,3717.57419,cents per kilowatt-hour,million kilowatt hours,2010,12
IL,Illinois,RES,residential,10.64,4382.51051,cents per kilowatt-hour,million kilowatt hours,2010,12
NY,New York,COM,commercial,15.63,6321.023,cents per kilowatt-hour,million kilowatt hours,2010,12
NY,New York,IND,industrial,8.48,1106.48514,cents per kilowatt-hour,million kilowatt hours,2010,12
NY,New York,RES,residential,17.72,4417.18431,cents per kilowatt-hour,million kilowatt hours,2010,12
TX,Texas,COM,commercial,8.92,8865.58149,cents per kilowatt-hour,million kilowatt hours,2010,12
TX,Texas,IND,industrial,6.32,7864.81787,cents per kilowatt-hour,million kilowatt hours,2010,12
TX,Texas,RES,residential,11.25,9920.10058,cents per kilowatt-hour,million kilowatt hours,2010,12
CA,California,COM,commercial,12.15,9665.59755,cents per kilowatt-hour,million kilowatt hours,2010,11
CA,California,IND,industrial,9.39,3996.23333,cents per kilowatt-hour,million kilowatt hours,2010,11
CA,California,RES,residential,14.67,6385.4984,cents per kilowatt-hour,million kilowatt hours,2010,11
CO,Colorado,COM,commercial,8.85,1581.89098,cents per kilowatt-hour,million kilowatt hours,2010,11
CO,Colorado,IND,industrial,6.41,1221.56734,cents per kilowatt-hour,million kilowatt hours,2010,11
CO,Colorado,RES,residential,10.39,1377.86918,cents per kilowatt-hour,million kilowatt hours,2010,11
IL,Illinois,COM,commercial,8.73,3933.17171,cents per kilowatt-hour,million kilowatt hours,2010,11
IL,Illinois,IND,industrial,6.6,3492.67549,cents per kilowatt-hour,million kilowatt hours,2010,11
IL,Illinois,RES,residential,11.98,3098.57206,cents per kilowatt-hour,million kilowatt hours,2010,11
NY,New York,COM,commercial,15.91,5758.27181,cents per kilowatt-hour,million kilowatt hours,2010,11
NY,New York,IND,industrial,8.3,1076.02154,cents per kilowatt-hour,million kilowatt hours,2010,11
NY,New York,RES,residential,18.25,3611.57084,cents per kilowatt-hour,million kilowatt hours,2010,11
TX,Texas,COM,commercial,8.75,8930.21184,cents per kilowatt-hour,million kilowatt hours,2010,11
TX,Texas,IND,industrial,6.07,8178.68889,cents per kilowatt-hour,million kilowatt hours,2010,11
TX,Texas,RES,residential,11.32,7623.61708,cents per kilowatt-hour,million kilowatt hours,2010,11
CA,California,COM,commercial,13.49,10677.02139,cents per kilowatt-hour,million kilowatt hours,2010,10
CA,California,IND,industrial,10.49,4372.16064,cents per kilowatt-hour,million kilowatt hours,2010,10
CA,California,RES,residential,14.11,7387.95087,cents per kilowatt-hour,million kilowatt hours,2010,10
CO,Colorado,COM,commercial,8.91,1614.24148,cents per kilowatt-hour,million kilowatt hours,2010,10
CO,Colorado,IND,industrial,7.06,1309.37469,cents per kilowatt-hour,million kilowatt hours,2010,10
CO,Colorado,RES,residential,10.53,1340.06039,cents per kilowatt-hour,million kilowatt hours,2010,10
IL,Illinois,COM,commercial,8.87,4102.19305,cents per kilowatt-hour,million kilowatt hours,2010,10
IL,Illinois,IND,industrial,6.61,3644.45434,cents per kilowatt-hour,million kilowatt hours,2010,10
IL,Illinois,RES,residential,12.22,2957.06827,cents per kilowatt-hour,million kilowatt hours,2010,10
NY,New York,COM,commercial,16.22,6155.3859,cents per kilowatt-hour,million kilowatt hours,2010,10
NY,New York,IND,industrial,8.71,1117.01476,cents per kilowatt-hour,million kilowatt hours,2010,10
NY,New York,RES,residential,18.36,3734.31173,cents per kilowatt-hour,million kilowatt hours,2010,10
TX,Texas,COM,commercial,9.06,10338.76492,cents per kilowatt-hour,million kilowatt hours,2010,10
TX,Texas,IND,industrial,6.43,8478.74267,cents per kilowatt-hour,million kilowatt hours,2010,10
TX,Texas,RES,residential,11.62,9710.77341,cents per kilowatt-hour,million kilowatt hours,2010,10
CA,California,COM,commercial,15.25,11235.99552,cents per kilowatt-hour,million kilowatt hours,2010,9
CA,California,IND,industrial,11.07,4436.06279,cents per kilowatt-hour,million kilowatt hours,2010,9
CA,California,RES,residential,14.85,8253.81587,cents per kilowatt-hour,million kilowatt hours,2010,9
CO,Colorado,COM,commercial,9.6,1718.31289,cents per kilowatt-hour,million kilowatt hours,2010,9
CO,Colorado,IND,industrial,7.26,1315.59543,cents per kilowatt-hour,million kilowatt hours,2010,9
CO,Colorado,RES,residential,11.66,1532.96586,cents per kilowatt-hour,million kilowatt hours,2010,9
IL,Illinois,COM,commercial,9.03,4370.8389,cents per kilowatt-hour,million kilowatt hours,2010,9
IL,Illinois,IND,industrial,6.89,3758.31723,cents per kilowatt-hour,million kilowatt hours,2010,9
IL,Illinois,RES,residential,11.75,3771.66374,cents per kilowatt-hour,million kilowatt hours,2010,9
NY,New York,COM,commercial,15.97,7115.38012,cents per kilowatt-hour,million kilowatt hours,2010,9
NY,New York,IND,industrial,8.66,1167.08177,cents per kilowatt-hour,million kilowatt hours,2010,9
NY,New York,RES,residential,20.09,4276.81483,cents per kilowatt-hour,million kilowatt hours,2010,9
TX,Texas,COM,commercial,9.12,11689.05722,cents per kilowatt-hour,million kilowatt hours,2010,9
TX,Texas,IND,industrial,6.19,9020.32466,cents per kilowatt-hour,million kilowatt hours,2010,9
TX,Texas,RES,residential,11.58,13939.14518,cents per kilowatt-hour,million kilowatt hours,2010,9
CA,California,COM,commercial,14.99,11473.49968,cents per kilowatt-hour,million kilowatt hours,2010,8
CA,California,IND,industrial,10.88,4514.07637,cents per kilowatt-hour,million kilowatt hours,2010,8
CA,California,RES,residential,15.19,8475.16363,cents per kilowatt-hour,million kilowatt hours,2010,8
CO,Colorado,COM,commercial,9.68,1828.80929,cents per kilowatt-hour,million kilowatt hours,2010,8
CO,Colorado,IND,industrial,7.51,1415.20862,cents per kilowatt-hour,million kilowatt hours,2010,8
CO,Colorado,RES,residential,11.7,1776.21152,cents per kilowatt-hour,million kilowatt hours,2010,8
IL,Illinois,COM,commercial,9.38,5167.30437,cents per kilowatt-hour,million kilowatt hours,2010,8
IL,Illinois,IND,industrial,7.29,4072.45483,cents per kilowatt-hour,million kilowatt hours,2010,8
IL,Illinois,RES,residential,11.96,5695.7056,cents per kilowatt-hour,million kilowatt hours,2010,8
NY,New York,COM,commercial,17.13,7503.30074,cents per kilowatt-hour,million kilowatt hours,2010,8
NY,New York,IND,industrial,9.12,1257.43744,cents per kilowatt-hour,million kilowatt hours,2010,8
NY,New York,RES,residential,19.35,5582.1128,cents per kilowatt-hour,million kilowatt hours,2010,8
TX,Texas,COM,commercial,9.15,12576.29288,cents per kilowatt-hour,million kilowatt hours,2010,8
TX,Texas,IND,industrial,6.68,9588.95063,cents per kilowatt-hour,million kilowatt hours,2010,8
TX,Texas,RES,residential,11.7,16560.19025,cents per kilowatt-hour,million kilowatt hours,2010,8
CA,California,COM,commercial,15.27,11041.97808,cents per kilowatt-hour,million kilowatt hours,2010,7
CA,California,IND,industrial,11.11,4398.78637,cents per kilowatt-hour,million kilowatt hours,2010,7
CA,California,RES,residential,15.03,8105.26747,cents per kilowatt-hour,million kilowatt hours,2010,7
CO,Colorado,COM,commercial,9.57,1872.42211,cents per kilowatt-hour,million kilowatt hours,2010,7
CO,Colorado,IND,industrial,7.54,1393.56573,cents per kilowatt-hour,million kilowatt hours,2010,7
CO,Colorado,RES,residential,11.7,1838.59055,cents per kilowatt-hour,million kilowatt hours,2010,7
IL,Illinois,COM,commercial,9.3,4820.39324,cents per kilowatt-hour,million kilowatt hours,2010,7
IL,Illinois,IND,industrial,6.96,3951.81076,cents per kilowatt-hour,million kilowatt hours,2010,7
IL,Illinois,RES,residential,12.13,5990.96496,cents per kilowatt-hour,million kilowatt hours,2010,7
NY,New York,COM,commercial,18.32,7605.76654,cents per kilowatt-hour,million kilowatt hours,2010,7
NY,New York,IND,industrial,9.51,1158.39762,cents per kilowatt-hour,million kilowatt hours,2010,7
NY,New York,RES,residential,20.11,5659.2416,cents per kilowatt-hour,million kilowatt hours,2010,7
TX,Texas,COM,commercial,9.05,11910.08472,cents per kilowatt-hour,million kilowatt hours,2010,7
TX,Texas,IND,industrial,6.54,9185.31594,cents per kilowatt-hour,million kilowatt hours,2010,7
TX,Texas,RES,residential,11.71,15285.6072,cents per kilowatt-hour,million kilowatt hours,2010,7
CA,California,COM,commercial,14.68,10628.79579,cents per kilowatt-hour,million kilowatt hours,2010,6
CA,California,IND,industrial,10.44,4405.36311,cents per kilowatt-hour,million kilowatt hours,2010,6
CA,California,RES,residential,15.0,6934.20802,cents per kilowatt-hour,million kilowatt hours,2010,6
CO,Colorado,COM,commercial,10.19,1685.02,cents per kilowatt-hour,million kilowatt hours,2010,6
CO,Colorado,IND,industrial,7.08,1316.00394,cents per kilowatt-hour,million kilowatt hours,2010,6
CO,Colorado,RES,residential,11.89,1535.1022,cents per kilowatt-hour,million kilowatt hours,2010,6
IL,Illinois,COM,commercial,9.19,4393.95789,cents per kilowatt-hour,million kilowatt hours,2010,6
IL,Illinois,IND,industrial,6.66,3751.80835,cents per kilowatt-hour,million kilowatt hours,2010,6
IL,Illinois,RES,residential,12.7,4327.16677,cents per kilowatt-hour,million kilowatt hours,2010,6
NY,New York,COM,commercial,17.56,6654.53269,cents per kilowatt-hour,million kilowatt hours,2010,6
NY,New York,IND,industrial,9.22,1178.46769,cents per kilowatt-hour,million kilowatt hours,2010,6
NY,New York,RES,residential,19.41,4214.01054,cents per kilowatt-hour,million kilowatt hours,2010,6
TX,Texas,COM,commercial,9.21,11208.95276,cents per kilowatt-hour,million kilowatt hours,2010,6
TX,Texas,IND,industrial,6.48,8742.28164,cents per kilowatt-hour,million kilowatt hours,2010,6
TX,Texas,RES,residential,11.85,13596.01164,cents per kilowatt-hour,million kilowatt hours,2010,6
CA,California,COM,commercial,12.65,9134.05792,cents per kilowatt-hour,million kilowatt hours,2010,5
CA,California,IND,industrial,9.42,3954.51441,cents per kilowatt-hour,million kilowatt hours,2010,5
CA,California,RES,residential,14.9,5861.58589,cents per kilowatt-hour,million kilowatt hours,2010,5
CO,Colorado,COM,commercial,9.57,1566.22147,cents per kilowatt-hour,million kilowatt hours,2010,5
CO,Colorado,IND,industrial,7.12,1238.34795,cents per kilowatt-hour,million kilowatt hours,2010,5
CO,Colorado,RES,residential,11.48,1250.77243,cents per kilowatt-hour,million kilowatt hours,2010,5
IL,Illinois,COM,commercial,8.77,4001.82012,cents per kilowatt-hour,million kilowatt hours,2010,5
IL,Illinois,IND,industrial,6.77,3704.6768,cents per kilowatt-hour,million kilowatt hours,2010,5
IL,Illinois,RES,residential,12.05,3123.27691,cents per kilowatt-hour,million kilowatt hours,2010,5
NY,New York,COM,commercial,16.39,5938.13951,cents per kilowatt-hour,million kilowatt hours,2010,5
NY,New York,IND,industrial,8.95,1096.69686,cents per kilowatt-hour,million kilowatt hours,2010,5
NY,New York,RES,residential,19.21,3409.43041,cents per kilowatt-hour,million kilowatt hours,2010,5
TX,Texas,COM,commercial,9.25,9598.77423,cents per kilowatt-hour,million kilowatt hours,2010,5
TX,Texas,IND,industrial,6.4,8279.60481,cents per kilowatt-hour,million kilowatt hours,2010,5
TX,Texas,RES,residential,11.94,9338.76703,cents per kilowatt-hour,million kilowatt hours,2010,5
CA,California,COM,commercial,11.55,9799.36197,cents per kilowatt-hour,million kilowatt hours,2010,4
CA,California,IND,industrial,9.03,3959.92863,cents per kilowatt-hour,million kilowatt hours,2010,4
CA,California,RES,residential,13.91,6429.30793,cents per kilowatt-hour,million kilowatt hours,2010,4
CO,Colorado,COM,commercial,9.28,1515.79502,cents per kilowatt-hour,million kilowatt hours,2010,4
CO,Colorado,IND,industrial,7.02,1194.39713,cents per kilowatt-hour,million kilowatt hours,2010,4
CO,Colorado,RES,residential,11.19,1277.61236,cents per kilowatt-hour,million kilowatt hours,2010,4
IL,Illinois,COM,commercial,8.71,3819.25843,cents per kilowatt-hour,million kilowatt hours,2010,4
IL,Illinois,IND,industrial,6.65,3517.53743,cents per kilowatt-hour,million kilowatt hours,2010,4
IL,Illinois,RES,residential,11.61,2846.32706,cents per kilowatt-hour,million kilowatt hours,2010,4
NY,New York,COM,commercial,15.57,5622.52243,cents per kilowatt-hour,million kilowatt hours,2010,4
NY,New York,IND,industrial,8.53,1110.44001,cents per kilowatt-hour,million kilowatt hours,2010,4
NY,New York,RES,residential,18.92,3346.92784,cents per kilowatt-hour,million kilowatt hours,2010,4
TX,Texas,COM,commercial,9.41,9025.93131,cents per kilowatt-hour,million kilowatt hours,2010,4
